Sr No,Date dd/mm/yyyy,StartupName,Industry Vertical,SubVertical,CityLocation,CityCode,InvestorsName,InvestmentnType,AmountUSD,Remarks
2759,5/5/2015,Ignis Careers,Career Development,nan,Hyderabad,2292,Acumen Fund,Seed Funding,250000,
2760,5/5/2015,Square Yards,Real Estate Advisory,nan,Gurgaon,2293,Undisclosed Investors,Private Equity,6000000,pre-Series A
2761,5/5/2015,Fintellix,Banking Analytics Platform,nan,Bangalore,2294,"IDG Ventures, Sequoia Capital",Private Equity,15000000,Series C
2762,5/5/2015,Customer360,Customer Engagement Platform,nan,Mumbai,2295,Vishwas Patel,Seed Funding,0,
2763,6/5/2015,Delhivery,Ecommerce Logistics,nan,Gurgaon,2296,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet",Private Equity,85000000,Series D
2764,6/5/2015,Swiggy,Online Food Delivery,nan,Bangalore,2297,Norwest Venture Partners,Private Equity,15000000,Series B
2765,7/5/2015,Uniphore,Speech Recognition Solutions,nan,Chennai,2298,"IDG Ventures, Kris Gopalakrishnan",Private Equity,0,Series A
2766,7/5/2015,Box8,Online Food Delivery,nan,Mumbai,2299,Mayfield Ventures,Private Equity,3500000,Series A
2767,7/5/2015,Toppr,Online Education Platform,nan,Mumbai,2299,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures",Private Equity,10000000,Series B
2768,7/5/2015,Vedantu,Online Education Platform,nan,Bangalore,2300,"Accel Partners, Tiger Global Management",Private Equity,5000000,Series A
2769,8/5/2015,BuyHatke,Online Product Comparison,nan,Bangalore,2300,"S.Gopalakrishnan, Beenos",Seed Funding,1000000,
2770,8/5/2015,KleverKid,Online Education Platform,nan,New Delhi,2301,Aarin Capital Partners,Seed Funding,0,
2771,8/5/2015,Uniken,Online Security Platform,nan,Pune,2302,Exfinity Ventures,Private Equity,2000000,Bridge Round Pre-Series B
2772,8/5/2015,GrandOpinion,Online Medical Diagnostic,nan,New Delhi,2303,Florida based Angel investor,Seed Funding,150000,
2773,8/5/2015,HealthifyMe,Health & Fitness App,nan,Bangalore,2304,Micromax Informatics,Private Equity,0,Strategic Investment
2774,12/5/2015,ZapStitch,Cloud Data Integration Platform,nan,Bangalore,2304,"Helion Venture Partners, Orios Venture Partners",Private Equity,2000000,Pre-Series A
2775,12/5/2015,Wassup,Mobile Laundry Cleaning Service,nan,Chennai,2305,"Arun Chandra Mohan, Praveen Sinha",Private Equity,2000000,Pre-Series A
2776,12/05.2015,Mobiefit,Mobile Fitness App,nan,Goa,2306,Prototyze,Seed Funding,0,
2777,12/05.2015,Plancess,Online Education Platform,nan,Mumbai,2307,"Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri",Seed Funding,2000000,
2778,12/5/2015,WorkHorse,Service-On-Demand Mobile App,nan,Mumbai,2307,Undisclosed Investors,Seed Funding,0,
2779,13/05/2015,Innovaccer,Intelligent Data Analytics,nan,Noida,2308,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri",Seed Funding,0,
2780,13/05/2015,MyCuteOffice,Online Office Rental,nan,Mumbai,2309,Lead Angels,Seed Funding,0,
2781,14/05/2015,IndianRoots.com,Lifestyle Ecommerce Portal,nan,Gurgaon,2310,KJS Group,Private Equity,5000000,Series B
2782,14/05/2015,RedPolka,Online Fashion Aggregator,nan,Mumbai,2311,Undisclosed Investors,Seed Funding,250000,
2783,15/05/2015,Venturesity,Online Job skills Showcase,nan,Bangalore,2312,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",Seed Funding,270000,
2784,18/05/2015,TheBetterIndia.com,Online News Media,nan,Bangalore,2312,Mohandas Pai,Seed Funding,0,Pre-Series Bridge
2785,18/05/2015,Awaaz De,Enterprise Communication Platform,nan,Ahmedabad,2313,Samir Shah,Seed Funding,0,
2786,19/05/2015,Chaayos,Offline Tea Chain,nan,New Delhi,2314,Tiger Global Management,Private Equity,1000000,Series A
2787,19/05/2015,Akosha,Business Messaging App,nan,New Delhi,2314,Sequoia Capital,Private Equity,16000000,Series B
2788,19/05/2015,Cooey,Health Mobile App,nan,Bangalore,2315,Subhash Goyal,Seed Funding,470000,
2789,19/05/2015,MeetUniv,Online Ed-Tech Platform,nan,Noida,2316,Peesh Venture Capital,Seed Funding,1000000,
2790,19/05/2015,Inspirock,Online Travel Planning,nan,,2317,MakeMyTrip Innovation Fund,Private Equity,0,
2791,19/05/2015,Crown-it,Hyperlocal Mobile Marketplace,nan,Gurgaon,2318,"Accel Partners, Helion Venture Partners",Private Equity,5500000,Series A
2792,19/05/2015,Trucksfirst,Trucking Logistic Operations,nan,Gurgaon,2318,SAIF partners,Private Equity,10000000,Series A
2793,20/05/2015,Lookup,B2C Messaging App,nan,Bangalore,2319,Biz Stone,Private Equity,3000000,Series A
2794,21/05/2015,SunTerrace,Rooftop Solar Plants,nan,New Delhi,2320,Sunergy Investors,Private Equity,0,
2795,22/05/2015,\\xc2\\xa0Nudgespot,Customer Engagement Platform,nan,Bangalore,2321,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry",Seed Funding,625000,
2796,22/05/2015,CarDekho,Online Car Portal,nan,Jaipur,2322,HDFC Bank,Private Equity,0,1% stake
2797,22/05/2015,EveningFlavors,Online Table Reservation,nan,Bangalore,2323,Sandiep Shrivatsava,Seed Funding,500000,
2798,25/05/2015,Razorpay,Online Payment Gateway,nan,Bangalore,2323,Punit Soni,Seed Funding,0,
2799,25/05/2015,ZenParent,Parents focused Web Content,nan,Bangalore,2323,i2india Ventures,Seed Funding,500000,
2800,25/05/2015,Newgen Payments,Payments Solution Provider,nan,New Delhi,2324,Jan Manten,Seed Funding,0,
2801,26/05/2015,UrbanPro,On-demand Service marketplace,nan,Bangalore,2325,Nirvana Venture Advisors,Private Equity,2000000,Series A
2802,26/05/2015,Goodbox,On-Demand Business messaging,nan,Bangalore,2325,Manipal Group,Seed Funding,200000,
2803,26/05/2015,Renderlogy,Online Home D\\xc3\\xa9cor,nan,Hyderabad,2326,Astarc Ventures,Private Equity,1000000,Series A
2804,27/05/2015,Postman,API Workflow platform,nan,Bangalore,2327,Nexus Venture Partners,Seed Funding,1000000,Series A
2805,27/05/2015,Casa2inns,Affordable Hotel Booking Online,nan,New Delhi,2328,"Accel Partners, Kalaari Capital",Private Equity,5000000,Series A
2806,27/05/2015,FleetRover,Logistics Intelligence,nan,Goa,2329,"Tim Chen, Sanjay Venkat",Seed Funding,180000,
2807,28/05/2015,TheKarrier,Last Mile Logistics,nan,Bangalore,2330,"Sol Primero, Outbox Ventures, Nikunj Jain",Seed Funding,240000,
2808,28/05/2015,Zoomcar,Self-driven Car rental,nan,Bangalore,2330,Sequoia Capital,Private Equity,5000000,Series B Interim Funding
2809,28/05/2015,Truweight,Weight Management Service,nan,Hyderabad,2331,Kalaari Capital,Private Equity,0,Series A
2810,30/05/2015,Ather Energy,Electric Scooter Manufacturer,nan,Bangalore,2332,Tiger Global,Private Equity,12000000,Series A
2811,3/4/2015,Swiggy,Online Food Delivery,nan,Bangalore,2332,"Accel Partners, SAIF Partners",Private Equity,2000000,Series A
2812,4/4/2015,Bluegape,Web Content Publishing,nan,Gurgaon,2333,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,200000,
2813,4/4/2015,KeepTrax,Location Based App,nan,Dallas / Hyderabad,2334,,Seed Funding,1000000,
2814,6/4/2015,InstaLively,Video Streaming,nan,New Delhi,2335,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,120000,
2815,7/4/2015,Pricejugaad,Price Comparison,nan,Hyderabad,2336,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,165000,
2816,7/4/2015,Quikr,Online Classifieds,nan,Mumbai,2337,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,150000000,Series G (Check prev funding details here)
2817,7/4/2015,PressPlay,Travel Entertainment,nan,New Delhi,2338,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,2200000,
2818,7/4/2015,LogiNext,Logistics Tech,nan,Mumbai,2339,"Ajit Surana, Sanjay Mehta",Seed Funding,0,
2819,8/4/2015,FirstCry.com,eCommerce,nan,Pune,2340,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures",Private Equity,10000000,"Series D ( In Feb it was announced they raised 26M, but it is 36M, so added here)"
2820,8/4/2015,MobiKwik,Digital / Mobile Wallet,nan,Gurgaon,2341,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,25000000,Series B
2821,8/4/2015,Olacabs,Cab Aggregator,nan,Bangalore,2342,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,400000000,Series E (Updated from 315M to 400M after Press Release)
2822,9/4/2015,Gadgetwood,Device Repair Svcs,nan,New Delhi,2343,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others",Seed Funding,200000,
2823,9/4/2015,Bonhomia,Premium Beverages,nan,New Delhi,2343,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,2000000,
2824,9/4/2015,Changer Mints,Digital / Mobile Wallet,nan,Kolkata,2344,Hyderabad based investor,Seed Funding,165000,
2825,9/4/2015,Urban Ladder,Online Furnishing\\neCommerce,nan,Bangalore,2345,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,50000000,Series C
2826,9/4/2015,Purple Squirrel,Ed-Tech,nan,Mumbai,2346,"Matrix Partners India, India Quotient",Private Equity,0,Series B
2827,10/4/2015,Whatfix,Interactive\\xc2\\xa0 How-To Guides,nan,Bangalore,2347,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,900000,
2828,10/4/2015,iMMi Life,Mobile Health Tech,nan,Chennai,2348,Unitus Seed Fund,Seed Funding,0,
2829,11/4/2015,Zomato,Restaurant Reviews,nan,Gurgaon,2349,Info Edge (India),Private Equity,25000000,Late Stage
2830,13/04/2015,ZopNow,Online Grocer,nan,Bangalore,2350,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,10000000,Series B
2831,13/04/2015,Nayi Disha,Ed-Tech,nan,New Delhi,2351,"Ajay Relan,",Seed Funding,300000,
2832,13/04.2015,The Porter,Logistics Tech,nan,Mumbai,2352,Kae Capital,Seed Funding,500000,
2833,13/04/2015,Commeasure,Online Hotel Booking,nan,Noida,2353,Jungle Ventures,Seed Funding,1000000,
2834,13/04/2015,Capricoast,Online Kitchen Furniture,nan,Bangalore,2354,Accel Partners India,Seed Funding,1250000,
2835,14/04/2015,LocalOye,Hyper-local Online Services,nan,Mumbai,2355,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,5000000,Series A
2836,15/04/2015,Grofers,Hyper-Local Online/Mobile Grocery,nan,Gurgaon,2356,"Tiger Global, Sequoia Capital",Private Equity,35000000,Series B
2837,15/04/2015,PepperTap,Hyper-Local Online/Mobile Grocery,nan,Gurgaon,2356,"SAIF Partners, Sequoia Capital",Private Equity,10000000,Series A
2838,15/04/2015,PolicyBazaar,Online Policy Aggregator,nan,Gurgaon,2356,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,40000000,Series D
2839,16/04/2015,UrbanClap,Hyperlocal Mobile Services Marketplace,nan,New Delhi,2357,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,1600000,
2840,16/04/2015,Taskbob,OnDemand\\nMobile Handyman Services,nan,Mumbai,2358,"Orios Venture Partners, Mayfield India",Seed Funding,1200000,
2841,17/04/2015,Robosoft,Mobile App Development,nan,Udupi,2359,"Ascent Capital, Kalaari Capital",Private Equity,12000000,Series B
2842,18/04/2015,Doormint,On-Demand Handyman Services,nan,Mumbai,2360,Powai Lake Ventures,Seed Funding,0,
2843,20/04/2015,Vyomo,Beauty & Wellness Mobile App,nan,Gurgaon,2361,YouWeCan Ventures,Seed Funding,0,
2844,20/04/2015,Pastiwala,Material Collection & Recycling,nan,Vadodara,2362,Agnus Capital,Private Equity,4000000,Series A
2845,20/04/2015,1mg (Healthkartplus),Online Pharmacy & Drug DB,nan,Gurgaon,2363,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,6000000,Series A
2846,20/04/2015,Freshdesk,Online / Mobile Customer Support,nan,Chennai,2364,"Tiger Global, Google Capital & Accel Partners",Private Equity,50000000,Series E
2847,20/04/2015,Sulekha.com,Online Classifieds & Listings,nan,Chennai,2364,GIC ventures,Private Equity,28000000,Series C
2848,22/04/2015,FindYahan,Hyperlocal services marketplace,nan,New Delhi,2365,The Phoenix Fund,Private Equity,0,Series A
2849,22/04/2015,Eat.Shop.Love,Fashion ECommerce,nan,Bangalore,2366,Undisclosed Investor,Private Equity,3500000,Series A
2850,22/04/2015,Avanti Learning,Private Coaching Centers,nan,New Delhi,2367,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,1500000,Series A
2851,23/04/2015,Simplilearn,Online Certification Courses,nan,Bangalore,2368,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,15000000,Series C
2852,23/04/2015,Craftstvilla,Ethnic Product eCommerce,nan,Mumbai,2369,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,18000000,Series B
2853,23/04/2015,HeadOut,Last Minute Travel Deals mobile marketplace,nan,Bangalore / SFO,2370,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,1800000,
2854,23/04/2015,happay,usiness expense management,nan,Bangalore,2371,AngelPrime,Seed Funding,500000,
2855,23/04/2015,Jugnoo,Auto Rickshaw based Logistics,nan,Chandigarh,2372,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,1000000,
2856,23/04/2015,EazyDiner,Restaurant reservation app,nan,New Delhi,2373,"Deepak Shahdadpuri, Gulpreet Kohli",Seed Funding,0,
2857,23/04/2015,Phone Warrior,Spam Call block App,nan,New Delhi,2373,Lightspeed Ventures,Seed Funding,0,Pre-Series A
2858,24/04/2015,Coverfox,Online Insurance Aggregator,nan,Mumbai,2374,"Accel US, Accel India, SAIF Partners.",Private Equity,12000000,Series B
2859,27/04/2015,Torqus,Restaurant Management Platform,nan,Pune,2375,S S Mukherji & Others,Seed Funding,350000,
2860,27/04/2015,Grab,Food Logistics & Delivery,nan,Mumbai,2376,"Oliphans Capital, Haresh Chawla",Seed Funding,1000000,
2861,27/04/2015,LogicRoots,Interactive Educational Games,nan,Jaipur,2377,"Ah! Ventures, Calcutta Angels,\\xc2\\xa0 91SpringBoard",Seed Funding,400000,
2862,27/04/2015,GIBBS,Clean Tech,nan,New Delhi,2378,Infuse Ventures fund,Private Equity,0,Series B
2863,28/04/2015,Babajobs,Grey collar Job Board,nan,Bangalore,2379,SEEK Ltd & affiliates,Private Equity,10000000,Series B
2864,28/04/2015,Urban Ladder,Online Furniture ecommerce,nan,Bangalore,2379,"Anand Rajaraman, Venky Harinarayan",Private Equity,0,Series D
2865,28/04/2015,Jay Robotix,Robotic Program learning,nan,Hyderabad,2380,Cross Border Angels & others,Seed Funding,250000,
2866,28/04/2015,Naaptol.com,Tele-Shopping / eCommerce,nan,Mumbai,2381,Mitsui & Co & existing investors,Private Equity,21500000,Series C
2867,29/04/2015,ReGlobe,Used Gadgets Buy / Refurbishing,nan,Gurgaon,2382,"Bessemer Ventures, Blume Ventures",Seed Funding,1000000,
2868,29/04/2015,Icertis,Cloud Enterprise Software,nan,Pune / US,2383,"Greycroft Partners, Fidelity Growth Partners",Private Equity,6000000,Series A
2869,29/04/2015,Tracxn,Startup Analytics platform,nan,Bangalore,2384,SAIF Partners,Private Equity,3500000,Series A
2870,29/04/2015,Dazo,Mobile Food Ordering app,nan,Bangalore,2384,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",Seed Funding,0,
2871,29/04/2015,Tradelab,Financial Markets Software,nan,Bangalore,2384,Rainmatter,Seed Funding,400000,
2872,29/04/2015,PiQube,Hiring Analytics platform,nan,Chennai,2385,The HR Fund,Seed Funding,500000,
2873,29/04/2015,Travel Triangle,Online Travel Marketplace,nan,Noida,2386,"Bessemer Venture Partners, SAIF Partners",Private Equity,8000000,Series B
2874,2/3/2015,TrulyMadly.com,nan,nan,nan,2387,"Helion Venture Partners, Kae Capital",Private Equity,5500000,Series A
2875,2/3/2015,InstaLively,nan,nan,nan,2387,Group of Angel Investors,Seed Funding,120000,
2876,3/3/2015,Vserv,nan,nan,nan,2387,"Maverick Capital, IDG Ventures India",Private Equity,15000000,
2877,3/3/2015,Intruo.com,nan,nan,nan,2387,"Ashutosh Lawania, Alok Goel & others",Seed Funding,0,
2878,5/3/2015,Niffler,nan,nan,nan,2387,SAIF Partners,Seed Funding,1000000,
2879,5/3/2015,CustomFurnish.com,nan,nan,nan,2387,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",Private Equity,2500000,
2880,6/3/2015,MapMyGenome,nan,nan,nan,2387,Rajan Anandan & other angel investors,Private Equity,1200000,
2881,9/3/2015,Crowdfire (formerly Justunfollow),nan,nan,nan,2387,Kalaari Capital,Private Equity,2500000,
2882,9/3/2015,Bite Club,nan,nan,nan,2387,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding,500000,
2883,10/3/2015,Localbanya,nan,nan,nan,2387,Shrem Strategies,Private Equity,0,Series B
2884,11/3/2015,Appedo,nan,nan,nan,2387,Undisclosed Investors,Seed Funding,1000000,
2885,11/3/2015,Fitraq.com,nan,nan,nan,2387,Tarun Arora,Seed Funding,150000,
2886,11/3/2015,ChargeBee,nan,nan,nan,2387,"Tiger Global, Accel Partners",Private Equity,5000000,Series B
2887,11/3/2015,Groupon India,nan,nan,nan,2387,Sequoia Capital,Private Equity,20000000,
2888,12/3/2015,Process 9,nan,nan,nan,2387,"IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry",Seed Funding,0,
2889,12/3/2015,MoonFrog Labs,nan,nan,nan,2387,"Tiger Global, Sequoia Capital.",Private Equity,15000000,Series A
2890,13/03/2015,Foodpanda,nan,nan,nan,2387,Rocket Internet AG & others,Private Equity,110000000,Series C
2891,13/03/2015,Paytm,nan,nan,nan,2387,Ratan Tata,Private Equity,0,More details
2892,13/03/2015,DiabetOmics,nan,nan,nan,2387,"VentureEast,\\xc2\\xa0 Varaprasad Reddy",Private Equity,5000000,Series C
2893,13/03/2015,Qyk,nan,nan,nan,2387,"Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua",Seed Funding,0,
2894,14/03/2015,Daily Rounds,nan,nan,nan,2387,"Kae Capital, GSF, Teruhide Sato",Seed Funding,500000,
2895,14/03/2015,Orobind,nan,nan,nan,2387,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",Seed Funding,200000,
2896,14/03/2015,Routofy,nan,nan,nan,2387,"Kunal Bahl, Rohit Bansal",Seed Funding,0,
2897,16/03/2015,Digital Gorkha,nan,nan,nan,2387,Ramesh kavediya,Seed Funding,166000,
2898,16/03/2015,NestAway,nan,nan,nan,2387,"IDG Ventures, Naveen Tewari",Seed Funding,1300000,
2899,16/03/2015,The Better India,nan,nan,nan,2387,I-cube-N,Seed Funding,166000,
2900,16/03/2015,Meru Cabs,nan,nan,nan,2387,Value Fund Advisors,Private Equity,50000000,
2901,17/03/2015,GolfLAN,nan,nan,nan,2387,YourNest Angel Fund,Seed Funding,0,
2902,18/03/2015,Drivestream,nan,nan,nan,2387,Wipro,Private Equity,5000000,
2903,18/03/2015,wWhere,nan,nan,nan,2387,Group of Angel Investors,Seed Funding,200000,
2904,18/03/2015,GoJavas,nan,nan,nan,2387,Snapdeal,Private Equity,0,"Minority stake, Strategic"
2905,19/03/2015,Tripoto,nan,nan,nan,2387,"IDG Ventures, Outbox Ventures",Private Equity,2000000,Pre-Series A
2906,19/03/2015,Graphic India,nan,nan,nan,2387,"CA Media LP,\\xc2\\xa0 Start Media.",Seed Funding,2800000,
2907,20/03/2015,Harness Handitouch,nan,nan,nan,2387,Armat Group,Private Equity,0,Series A
2908,20/03/2015,Lets Corp,nan,nan,nan,2387,Wu Chay Chin,Seed Funding,3000000,
2909,20/03/2015,CollateBox,nan,nan,nan,2387,LetsVenture,Seed Funding,180000,
2910,20/03/2015,Mahindra First Choice,nan,nan,nan,2387,Valiant Capital,Private Equity,15000000,Series B
2911,21/03/2015,Round One,nan,nan,nan,2387,"HT Media, Arun Duggal",Seed Funding,0,
2912,23/03/2015,RazorPay,nan,nan,nan,2387,Y Combinator,Seed Funding,120000,
2913,23/03/2015,Mosambee,nan,nan,nan,2387,RVCF and SIDBI,Private Equity,0,Series B
2914,24/03/2015,Furlenco,nan,nan,nan,2387,LightBox Ventures,Private Equity,6000000,Series A
2915,24/03/2015,Cubito,nan,nan,nan,2387,Sol Primero,Seed Funding,160000,
2916,25/03/2015,Teabox,nan,nan,nan,2387,"JAFCO Asia, Keystone Group, Dragoneer Investment, Accel Partners",Private Equity,6000000,Series A
2917,25/03/2015,Artoo,nan,nan,nan,2387,"Accion Venture Labs, Rianta Capital",Private Equity,500000,Series A
2918,25/03/2015,Fxkart.com,nan,nan,nan,2387,"Dr Mushtaq Shah, Dr Faraz Naqvi",Seed Funding,2000000,
2919,25/03/2015,Rozgar Mela,nan,nan,nan,2387,"Impact Investment Holding, Upaya Social Ventures",Seed Funding,0,
